gene_chrom	gene_start	gene_end	gene	TAD_chrom	TAD_bp1	TAD_bp2	TAD_ID
chr3	184174689	184184214	AP2M1	chr3	183890000	184290000	TAD_2384
chr3	184174689	184184214	AP2M1	chr3	184130000	184290000	TAD_2535
chr3	51662693	51704323	TEX264	chr3	51500000	51680000	TAD_2413
chr3	150408298	150466422	TSC22D2	chr3	150220000	150500000	TAD_2442
chr3	43286512	43424764	SNRK	chr3	43220000	43510000	TAD_2424
chr3	42979087	43067898	GASK1A	chr3	42940000	43150000	TAD_2486
chr3	11556069	11771350	VGLL4	chr3	11360000	11840000	TAD_2312
chr3	11556069	11771350	VGLL4	chr3	11370000	11640000	TAD_2501
chr3	49790732	49799873	CDHR4	chr3	49520000	50200000	TAD_2324
chr3	49803261	49805030	INKA1	chr3	49520000	50200000	TAD_2324
chr3	49805209	49813953	UBA7	chr3	49520000	50200000	TAD_2324
chr3	49828601	49856574	TRAIP	chr3	49520000	50200000	TAD_2324
chr3	49857988	49869935	CAMKV	chr3	49520000	50200000	TAD_2324
chr3	49887002	49903873	MST1R	chr3	49520000	50200000	TAD_2324
chr3	49907160	49930173	MON1A	chr3	49520000	50200000	TAD_2324
chr3	49940007	50100045	RBM6	chr3	49520000	50200000	TAD_2324
chr3	49940007	50100045	RBM6	chr3	49910000	50100000	TAD_2557
chr3	50088919	50119021	RBM5	chr3	49520000	50200000	TAD_2324
chr3	50088919	50119021	RBM5	chr3	49910000	50100000	TAD_2557
chr3	122055362	122121139	CD86	chr3	121530000	122350000	TAD_2275
chr3	122183668	122291629	CASR	chr3	121530000	122350000	TAD_2275
chr3	122325248	122341969	CSTA	chr3	121530000	122350000	TAD_2275
chr3	122384161	122412334	FAM162A	chr3	122380000	122690000	TAD_2323
chr3	122411846	122416062	WDR5B	chr3	122380000	122690000	TAD_2323
chr3	122421902	122514945	KPNA1	chr3	122380000	122690000	TAD_2323
chr3	122527924	122564577	PARP9	chr3	122380000	122690000	TAD_2323
chr3	122564338	122575203	DTX3L	chr3	122380000	122690000	TAD_2323
chr3	122564338	122575203	DTX3L	chr3	122560000	122680000	TAD_2534
chr3	122577628	122639047	PARP15	chr3	122380000	122690000	TAD_2323
chr3	122577628	122639047	PARP15	chr3	122560000	122680000	TAD_2534
chr3	98795941	98901695	DCBLD2	chr3	98590000	98800000	TAD_2482
chr3	98732236	98821201	ST3GAL6	chr3	98590000	98800000	TAD_2482
chr3	11790442	11846919	TAMM41	chr3	11360000	11840000	TAD_2312
chr3	49412212	49416476	TCTA	chr3	49090000	49460000	TAD_2463
chr3	49412212	49416476	TCTA	chr3	49300000	49450000	TAD_2516
chr3	128462437	128466968	DNAJB8	chr3	128140000	128600000	TAD_2410
chr3	128462437	128466968	DNAJB8	chr3	128410000	128600000	TAD_2547
chr3	179236691	179267002	KCNMB3	chr3	179140000	179310000	TAD_2449
chr3	161344798	161372880	SPTSSB	chr3	161270000	161430000	TAD_2422
chr3	9837849	9844602	RPUSD3	chr3	9710000	9950000	TAD_2540
chr3	14947583	15053600	NR2C2	chr3	14920000	15090000	TAD_2489
chr3	97985102	98035315	GABRR3	chr3	97770000	98030000	TAD_2340
chr3	13316235	13420322	NUP210	chr3	13080000	13470000	TAD_2448
chr3	13549125	13638422	FBLN2	chr3	13480000	13650000	TAD_2428
chr3	197042560	197299330	DLG1	chr3	196990000	197200000	TAD_2473
chr3	146391421	146495991	PLSCR2	chr3	146380000	146580000	TAD_2363
chr3	9917074	9933630	IL17RC	chr3	9710000	9950000	TAD_2540
chr3	53088483	53130453	RFT1	chr3	52730000	53090000	TAD_2481
chr3	39329709	39333680	CCR8	chr3	39110000	39400000	TAD_2301
chr3	39383370	39397351	SLC25A38	chr3	39110000	39400000	TAD_2301
chr3	39141855	39154562	CSRNP1	chr3	39110000	39400000	TAD_2301
chr3	39183210	39192596	XIRP1	chr3	39110000	39400000	TAD_2301
chr3	39263495	39281735	CX3CR1	chr3	39110000	39400000	TAD_2301
chr3	16174680	16231992	GALNT15	chr3	16030000	16250000	TAD_2446
chr3	129429607	129520510	IFT122	chr3	129370000	129620000	TAD_2491
chr3	41194741	41260096	CTNNB1	chr3	40550000	41880000	TAD_2268
chr3	41194741	41260096	CTNNB1	chr3	40570000	41750000	TAD_2274
chr3	41246599	41962130	ULK4	chr3	40550000	41880000	TAD_2268
chr3	41246599	41962130	ULK4	chr3	40570000	41750000	TAD_2274
chr3	42013802	42225890	TRAK1	chr3	41890000	42190000	TAD_2335
chr3	42257825	42266185	CCK	chr3	42240000	42440000	TAD_2360
chr3	42397083	42410610	LYZL4	chr3	42240000	42440000	TAD_2360
chr3	97822011	97944984	CRYBG3	chr3	97770000	98030000	TAD_2340
chr3	97941818	97972457	RIOX2	chr3	97770000	98030000	TAD_2340
chr3	98087173	98088102	OR5AC2	chr3	98050000	98330000	TAD_2361
chr3	98282505	98284070	OR5H2	chr3	98050000	98330000	TAD_2361
chr3	31657912	32077580	OSBPL10	chr3	31540000	31770000	TAD_2524
chr3	32105689	32168709	GPD1L	chr3	32010000	32150000	TAD_2383
chr3	112921205	112975103	CD200R1	chr3	112600000	112980000	TAD_2308
chr3	129647792	129893711	TMCC1	chr3	129640000	129820000	TAD_2530
chr3	158644527	158695581	GFM1	chr3	158640000	158800000	TAD_2435
chr3	158645822	158672648	LXN	chr3	158640000	158800000	TAD_2435
chr3	15070073	15099163	RBSN	chr3	14920000	15090000	TAD_2489
chr3	180983697	180989774	DNAJC19	chr3	180770000	181190000	TAD_2307
chr3	180868141	180982753	FXR1	chr3	180770000	181190000	TAD_2307
chr3	8501807	8574668	LMCD1	chr3	8440000	8620000	TAD_2416
chr3	8619386	8745040	SSUH2	chr3	8440000	8620000	TAD_2416
chr3	25597978	25664909	TOP2B	chr3	24760000	25610000	TAD_2289
chr3	121663199	121749966	GOLGB1	chr3	121530000	122350000	TAD_2275
chr3	45823316	45916042	LZTFL1	chr3	45750000	45900000	TAD_2552
chr3	12582101	12664201	RAF1	chr3	12490000	12880000	TAD_2385
chr3	12582101	12664201	RAF1	chr3	12520000	12690000	TAD_2505
chr3	141051347	141148611	SPSB4	chr3	140980000	141200000	TAD_2310
chr3	123201927	123274136	SEC22A	chr3	123030000	123260000	TAD_2536
chr3	26622772	26717537	LRRC3B	chr3	25900000	26770000	TAD_2273
chr3	184380054	184390736	CHRD	chr3	184360000	184540000	TAD_2421
chr3	184380054	184390736	CHRD	chr3	184360000	184800000	TAD_2322
chr3	125225669	125375325	ZNF148	chr3	124970000	125430000	TAD_2302
chr3	125225669	125375325	ZNF148	chr3	125210000	125400000	TAD_2550
chr3	159988835	159996019	IL12A	chr3	159850000	160020000	TAD_2478
chr3	195068284	195271159	XXYLT1	chr3	194670000	195110000	TAD_2399
chr3	135965728	136147894	PPP2R3A	chr3	135900000	136050000	TAD_2332
chr3	136250340	136337896	PCCB	chr3	136070000	136280000	TAD_2432
chr3	136148917	136197241	MSL2	chr3	136070000	136280000	TAD_2432
chr3	27715949	27722711	EOMES	chr3	27700000	28330000	TAD_2291
chr3	45755449	45796574	SLC6A20	chr3	45750000	45900000	TAD_2552
chr3	15009611	15065339	MRPS25	chr3	14920000	15090000	TAD_2489
chr3	158962235	159897629	IQCJ	chr3	158850000	159260000	TAD_2311
chr3	52681156	52694497	GNL3	chr3	52450000	52700000	TAD_2518
chr3	52694486	52706032	GLT8D1	chr3	52450000	52700000	TAD_2518
chr3	52777595	52792068	ITIH1	chr3	52730000	53090000	TAD_2481
chr3	52812962	52830688	ITIH4	chr3	52730000	53090000	TAD_2481
chr3	52833114	52835019	MUSTN1	chr3	52730000	53090000	TAD_2481
chr3	52836219	52897548	STIMATE	chr3	52730000	53090000	TAD_2481
chr3	52794768	52808799	ITIH3	chr3	52730000	53090000	TAD_2481
chr3	9808086	9855138	TTLL3	chr3	9710000	9950000	TAD_2540
chr3	114314500	115147292	ZBTB20	chr3	114230000	115810000	TAD_2258
chr3	49357174	49358605	GPX1	chr3	49090000	49460000	TAD_2463
chr3	49357174	49358605	GPX1	chr3	49300000	49450000	TAD_2516
chr3	139560180	139678017	NMNAT3	chr3	139390000	139570000	TAD_2408
chr3	49108046	49120938	USP19	chr3	49090000	49460000	TAD_2463
chr3	101827991	101861022	NFKBIZ	chr3	101800000	102220000	TAD_2325
chr3	47850690	48089272	MAP4	chr3	47820000	48170000	TAD_2511
chr3	47850690	48089272	MAP4	chr3	47830000	47990000	TAD_2523
chr3	57556274	57566848	PDE12	chr3	57080000	57860000	TAD_2288
chr3	57571363	57598220	ARF4	chr3	57080000	57860000	TAD_2288
chr3	57625454	57693077	DENND6A	chr3	57080000	57860000	TAD_2288
chr3	192139390	192767764	FGF12	chr3	192120000	192440000	TAD_2366
chr3	48744597	48847874	PRKAR2A	chr3	48690000	48960000	TAD_2544
chr3	45884425	45903174	CCR9	chr3	45750000	45900000	TAD_2552
chr3	46016990	46085825	XCR1	chr3	45930000	46070000	TAD_2492
chr3	57755450	57930003	SLMAP	chr3	57080000	57860000	TAD_2288
chr3	43079229	43106085	POMGNT2	chr3	42940000	43150000	TAD_2486
chr3	190514051	190659750	IL1RAP	chr3	190460000	190700000	TAD_2468
chr3	40309707	40312424	EIF1B	chr3	40190000	40310000	TAD_2317
chr3	120742637	120783069	GTF2E1	chr3	120560000	120790000	TAD_2357
chr3	170459548	170586075	SLC7A14	chr3	170420000	170840000	TAD_2338
chr3	52495338	52524495	STAB1	chr3	52450000	52700000	TAD_2518
chr3	52524385	52535054	NT5DC2	chr3	52450000	52700000	TAD_2518
chr3	52534013	52579237	UQCC5	chr3	52450000	52700000	TAD_2518
chr3	52545352	52685917	PBRM1	chr3	52450000	52700000	TAD_2518
chr3	9749944	9788219	OGG1	chr3	9710000	9950000	TAD_2540
chr3	183122215	183163839	LAMP3	chr3	183120000	183390000	TAD_2402
chr3	12796472	12834804	CAND2	chr3	12490000	12880000	TAD_2385
chr3	12897043	13283281	IQSEC1	chr3	12860000	13020000	TAD_2541
chr3	9939450	9952408	PRRT3	chr3	9710000	9950000	TAD_2540
chr3	59747277	61251459	FHIT	chr3	59570000	59860000	TAD_2347
chr3	23805955	23891640	UBE2E1	chr3	23120000	23820000	TAD_2290
chr3	23203020	23591794	UBE2E2	chr3	23120000	23820000	TAD_2290
chr3	27106484	27369460	NEK10	chr3	27100000	27270000	TAD_2461
chr3	112815709	112846864	CD200R1L	chr3	112600000	112980000	TAD_2308
chr3	115623510	115721490	GAP43	chr3	114230000	115810000	TAD_2258
chr3	115802374	117139389	LSAMP	chr3	114230000	115810000	TAD_2258
chr3	72888046	72998138	GXYLT2	chr3	72840000	73080000	TAD_2393
chr3	72996803	73069198	PPP4R2	chr3	72840000	73080000	TAD_2393
chr3	73061659	73063337	EBLN2	chr3	72840000	73080000	TAD_2393
chr3	32996609	33097202	GLB1	chr3	32940000	33110000	TAD_2504
chr3	33090421	33097146	TMPPE	chr3	32940000	33110000	TAD_2504
chr3	33150043	33218810	SUSD5	chr3	33120000	33360000	TAD_2456
chr3	33277025	33403662	FBXL2	chr3	33120000	33360000	TAD_2456
chr3	49422333	49429326	NICN1	chr3	49090000	49460000	TAD_2463
chr3	49422333	49429326	NICN1	chr3	49300000	49450000	TAD_2516
chr3	51538719	51668667	RAD54L2	chr3	51500000	51680000	TAD_2413
chr3	129401321	129428636	EFCAB12	chr3	129370000	129620000	TAD_2491
chr3	36993226	37050896	MLH1	chr3	36990000	37220000	TAD_2418
chr3	111732497	111976517	PHLDB2	chr3	111710000	111950000	TAD_2304
chr3	128479427	128493201	GATA2	chr3	128140000	128600000	TAD_2410
chr3	128479427	128493201	GATA2	chr3	128410000	128600000	TAD_2547
chr3	46835111	46882178	MYL3	chr3	46700000	46890000	TAD_2483
chr3	37861880	37984469	CTDSPL	chr3	37830000	37990000	TAD_2397
chr3	188153284	188890671	LPP	chr3	188140000	188280000	TAD_2559
chr3	69739456	69968336	MITF	chr3	69680000	69950000	TAD_2407
chr3	38138552	38143024	MYD88	chr3	38000000	38490000	TAD_2306
chr3	38138552	38143024	MYD88	chr3	38120000	38290000	TAD_2549
chr3	120392293	120451016	FSTL1	chr3	120230000	120550000	TAD_2368
chr3	120392293	120451016	FSTL1	chr3	120240000	120400000	TAD_2522
chr3	120596328	120602507	NDUFB4	chr3	120560000	120790000	TAD_2357
chr3	139517434	139539829	RBP1	chr3	139390000	139570000	TAD_2408
chr3	149162410	149221829	CP	chr3	149110000	149270000	TAD_2409
chr3	57268342	57292685	ASB14	chr3	57080000	57860000	TAD_2288
chr3	27372723	27484420	SLC4A7	chr3	27300000	27680000	TAD_2333
chr3	88058139	88058216	ENSG00000288654	chr3	88000000	88170000	TAD_2436
chr4	9771153	10054936	SLC2A9	chr4	9750000	10010000	TAD_2621
chr4	8592660	8619759	CPZ	chr4	8440000	8600000	TAD_2707
chr4	5051480	5500994	STK32B	chr4	4360000	6110000	TAD_2565
chr4	4859665	4863936	MSX1	chr4	4360000	6110000	TAD_2565
chr4	5014586	5019458	CYTL1	chr4	4360000	6110000	TAD_2565
chr4	8436140	8493531	TRMT44	chr4	8230000	8440000	TAD_2706
chr4	9781634	9784009	DRD5	chr4	9750000	10010000	TAD_2621
chr4	8558725	8619761	GPR78	chr4	8440000	8600000	TAD_2707
chr4	23755041	23904089	PPARGC1A	chr4	23070000	24450000	TAD_2569
chr4	23755041	23904089	PPARGC1A	chr4	23720000	24420000	TAD_2591
chr4	25747433	25863760	SEL1L3	chr4	25430000	25790000	TAD_2647
chr4	37590800	37686376	RELL1	chr4	37590000	37780000	TAD_2727
chr4	55427903	55546909	CLOCK	chr4	55330000	55560000	TAD_2713
chr4	25648011	25678748	SLC34A2	chr4	25430000	25790000	TAD_2647
chr4	68815994	68832023	UGT2B10	chr4	68430000	69190000	TAD_2566
chr4	69721167	69787961	SULT1B1	chr4	69660000	69880000	TAD_2653
chr4	44173903	44448809	KCTD8	chr4	43070000	44640000	TAD_2564
chr4	82629539	82798796	SCD5	chr4	82440000	82820000	TAD_2650
chr4	38664197	38701517	KLF3	chr4	38170000	38730000	TAD_2606
chr4	38664197	38701517	KLF3	chr4	38300000	38720000	TAD_2636
chr4	5542772	5709548	EVC2	chr4	4360000	6110000	TAD_2565
chr4	6320578	6563600	PPP2R2C	chr4	6200000	6570000	TAD_2672
chr4	69051363	69112987	UGT2B7	chr4	68430000	69190000	TAD_2566
chr4	54099523	54102498	GSX2	chr4	53910000	54110000	TAD_2695
chr4	54099523	54102498	GSX2	chr4	53910000	54230000	TAD_2622
chr4	74933095	75050115	PARM1	chr4	74870000	75480000	TAD_2589
chr4	83535914	83605875	GPAT3	chr4	83490000	83640000	TAD_2686
chr4	77862830	77952785	MRPL1	chr4	77680000	77930000	TAD_2667
chr4	105552620	105708093	ARHGEF38	chr4	105500000	105700000	TAD_2704
chr4	114598770	114678225	UGT8	chr4	114410000	114710000	TAD_2654
chr4	73836640	73849064	CXCL6	chr4	73650000	74140000	TAD_2594
chr4	117083554	117085576	TRAM1L1	chr4	116100000	118260000	TAD_2561
chr4	105369077	105474067	PPA2	chr4	105120000	105470000	TAD_2656
chr4	121035613	121073021	NDNF	chr4	120690000	121090000	TAD_2626
chr4	108742048	108763054	ETNPPL	chr4	108640000	108800000	TAD_2750
chr4	68928463	68951804	UGT2A3	chr4	68430000	69190000	TAD_2566
chr4	109433772	109540896	SEC24B	chr4	109420000	109550000	TAD_2658
chr4	82818509	82901166	SEC31A	chr4	82440000	82820000	TAD_2650
chr4	118850688	119061247	SYNPO2	chr4	118730000	118870000	TAD_2611
chr4	108650585	108667820	OSTC	chr4	108640000	108800000	TAD_2750
chr4	118033618	118258634	NDST3	chr4	116100000	118260000	TAD_2561
chr4	138164097	138242349	SLC7A11	chr4	137060000	138940000	TAD_2562
chr4	82483170	82562357	TMEM150C	chr4	82440000	82820000	TAD_2650
chr4	54229280	54298245	PDGFRA	chr4	53910000	54230000	TAD_2622
chr4	100395341	100880126	EMCN	chr4	100090000	100400000	TAD_2623
chr4	86823468	86849384	SLC10A6	chr4	86490000	86890000	TAD_2662
chr4	127623271	127726737	INTU	chr4	127580000	127740000	TAD_2608
chr4	100185870	100190782	DDIT4L	chr4	100090000	100400000	TAD_2623
chr4	75576496	75630716	CDKL2	chr4	75560000	75860000	TAD_2665
chr4	85475150	86002668	ARHGAP24	chr4	85080000	85770000	TAD_2583
chr4	88725955	89111398	FAM13A	chr4	88690000	89030000	TAD_2593
chr4	88592434	88708541	HERC3	chr4	88520000	88670000	TAD_2699
chr4	148078762	148444698	NR3C2	chr4	147890000	149280000	TAD_2572
chr4	77157207	77433388	CCNG2	chr4	77050000	77210000	TAD_2741
chr4	88695913	88697829	NAP1L5	chr4	88690000	89030000	TAD_2593
chr4	124664048	124712732	ANKRD50	chr4	124320000	125260000	TAD_2578
chr4	128809700	128875224	JADE1	chr4	128570000	128830000	TAD_2737
chr4	86594315	86815171	PTPN13	chr4	86490000	86890000	TAD_2662
chr4	174636920	174829247	GLRA3	chr4	174350000	174720000	TAD_2603
chr4	169094259	169270956	SH3RF1	chr4	169010000	169300000	TAD_2748
chr4	169094259	169270956	SH3RF1	chr4	169010000	169440000	TAD_2600
chr4	150078445	150257438	DCLK2	chr4	149980000	150240000	TAD_2643
chr4	88257620	88284769	PPM1K	chr4	88220000	88510000	TAD_2710
chr4	158769026	158908050	FNIP2	chr4	158710000	158870000	TAD_2648
chr4	163323962	163344832	NPY1R	chr4	162460000	163540000	TAD_2570
chr4	163494442	163520539	TMA16	chr4	162460000	163540000	TAD_2570
chr4	94451857	94668227	PDLIM5	chr4	94400000	94600000	TAD_2674
chr4	183505058	183512429	ING2	chr4	183450000	183670000	TAD_2675
chr4	147732063	148072776	ARHGAP10	chr4	147690000	147870000	TAD_2615
chr4	184088706	184221230	ENPP6	chr4	183820000	184170000	TAD_2642
chr4	183639635	183659203	RWDD4	chr4	183450000	183670000	TAD_2675
chr4	141636583	141733987	IL15	chr4	141320000	141740000	TAD_2598
chr4	163343892	163351934	NPY5R	chr4	162460000	163540000	TAD_2570
chr4	158893134	159038760	SPMIP2	chr4	158860000	159180000	TAD_2635
chr4	170060222	170091699	AADAT	chr4	169810000	170090000	TAD_2634
chr4	176213673	176277571	ASB5	chr4	175960000	176350000	TAD_2609
chr4	176184579	176195585	SPATA4	chr4	175960000	176350000	TAD_2609
chr4	176683538	176792922	VEGFC	chr4	176370000	177060000	TAD_2587
chr4	163110073	163166890	NAF1	chr4	162460000	163540000	TAD_2570
chr4	182143987	182803024	TENM3	chr4	181550000	182920000	TAD_2571
chr4	176319966	176332245	SPCS3	chr4	175960000	176350000	TAD_2609
chr4	188139441	188147743	TRIML1	chr4	186290000	190010000	TAD_2563
chr4	169986597	170033031	MFAP3L	chr4	169810000	170090000	TAD_2634
chr4	165207561	165323156	KLHL2	chr4	165120000	165330000	TAD_2638
chr4	145757627	145938823	ZNF827	chr4	145620000	145940000	TAD_2679
chr4	151409176	151670503	FHIP1A	chr4	151390000	151600000	TAD_2770
chr4	187995771	188005046	ZFP42	chr4	186290000	190010000	TAD_2563
chr4	183099257	183320777	WWC2	chr4	183080000	183250000	TAD_2693
chr4	174490175	174523154	HPGD	chr4	174350000	174720000	TAD_2603
chr4	183659267	183713594	TRAPPC11	chr4	183450000	183670000	TAD_2675
chr4	163471095	163473754	TKTL2	chr4	162460000	163540000	TAD_2570
chr4	37244743	37449463	NWD2	chr4	36400000	37380000	TAD_2576
chr4	47847233	47914667	NFXL1	chr4	47680000	47850000	TAD_2719
chr4	52722618	52751586	ERVMER34	chr4	52540000	52980000	TAD_2683
chr4	52862317	52866835	RASL11B	chr4	52540000	52980000	TAD_2683
chr4	164877178	164898965	APELA	chr4	164750000	165060000	TAD_2607
chr4	165016458	165041749	TRIM60	chr4	164750000	165060000	TAD_2607
chr4	122888697	122922968	NUDT6	chr4	122750000	122930000	TAD_2726
chr4	98261384	98443858	RAP1GDS1	chr4	98140000	98440000	TAD_2596
chr4	119135832	119187789	MYOZ2	chr4	119070000	119260000	TAD_2601
chr4	173331376	173334432	HMGB2	chr4	173290000	173440000	TAD_2736
chr4	173369969	173377532	SAP30	chr4	173290000	173440000	TAD_2736
chr4	173384701	173406380	SCRG1	chr4	173290000	173440000	TAD_2736
chr4	173524969	173530229	HAND2	chr4	173500000	174120000	TAD_2588
chr4	17810979	17844865	NCAPG	chr4	17810000	18600000	TAD_2579
chr4	139266165	139280225	MGARP	chr4	139020000	139640000	TAD_2602
chr4	139266880	139302551	NDUFC1	chr4	139020000	139640000	TAD_2602
chr4	1692731	1712344	SLBP	chr4	1680000	1900000	TAD_2769
chr4	1811479	1856156	LETM1	chr4	1680000	1900000	TAD_2769
chr4	16160505	16227410	TAPT1	chr4	16020000	16270000	TAD_2702
chr4	122923070	123319433	AFG2A	chr4	122750000	122930000	TAD_2726
chr4	121667946	121696995	ANXA5	chr4	121460000	121760000	TAD_2641
chr4	15604381	15681679	FBXL5	chr4	15470000	15690000	TAD_2725
chr4	15681662	15690447	FAM200B	chr4	15470000	15690000	TAD_2725
chr4	69841212	69860145	SULT1E1	chr4	69660000	69880000	TAD_2653
chr4	39406930	39451533	KLB	chr4	39190000	39440000	TAD_2714
chr4	39498755	39528311	UGDH	chr4	39460000	39980000	TAD_2619
chr4	39498755	39528311	UGDH	chr4	39470000	39660000	TAD_2724
chr4	85990007	86594625	MAPK10	chr4	85780000	86000000	TAD_2646
chr4	56435741	56464578	PAICS	chr4	56370000	56550000	TAD_2757
chr4	25377263	25418498	ANAPC4	chr4	25160000	25380000	TAD_2680
chr4	15339818	15446167	C1QTNF7	chr4	15220000	15450000	TAD_2678
chr4	155666726	155737059	GUCY1A1	chr4	155420000	155780000	TAD_2649
chr4	155758992	155807811	GUCY1B1	chr4	155420000	155780000	TAD_2649
chr4	55395957	55453397	TMEM165	chr4	55330000	55560000	TAD_2713
chr4	153152163	153339319	TRIM2	chr4	153130000	153330000	TAD_2728
chr4	153344649	153415118	MND1	chr4	153340000	153590000	TAD_2718
chr4	86876205	86892422	C4orf36	chr4	86490000	86890000	TAD_2662
chr4	146638893	146642474	POU4F2	chr4	146230000	146950000	TAD_2585
chr4	78887127	78939438	PAQR3	chr4	78590000	78890000	TAD_2613
chr4	105145875	105279816	TET2	chr4	105120000	105470000	TAD_2656
chr4	122610108	122621066	IL21	chr4	122580000	122730000	TAD_2753
chr4	1871393	1982207	NSD2	chr4	1680000	1900000	TAD_2769
chr4	75724577	75814286	USO1	chr4	75560000	75860000	TAD_2665
chr4	1289887	1340147	MAEA	chr4	1110000	1340000	TAD_2703
chr4	1402932	1406442	NKX1	chr4	1350000	1630000	TAD_2616
chr4	8269754	8307098	HTRA3	chr4	8230000	8440000	TAD_2706
chr4	88457119	88506163	HERC5	chr4	88220000	88510000	TAD_2710
chr4	88520998	88523776	PYURF	chr4	88520000	88670000	TAD_2699
chr4	88520998	88523776	PIGY	chr4	88520000	88670000	TAD_2699
chr4	158124474	158173318	GASK1B	chr4	157990000	158170000	TAD_2612
chr4	15002481	15070153	CPEB2	chr4	13630000	15190000	TAD_2568
chr4	137518918	137532494	PCDH18	chr4	137060000	138940000	TAD_2562
chr4	137518918	137532494	PCDH18	chr4	137080000	137880000	TAD_2577
chr4	176065841	176182818	WDR17	chr4	175960000	176350000	TAD_2609
chr4	75641849	75724589	G3BP2	chr4	75560000	75860000	TAD_2665
chr4	108047545	108168956	LEF1	chr4	108000000	108580000	TAD_2618
chr4	13361354	13484365	RAB28	chr4	12810000	13570000	TAD_2586
chr4	155829729	155866277	ASIC5	chr4	155800000	155950000	TAD_2639
chr4	155854738	155920406	TDO2	chr4	155800000	155950000	TAD_2639
chr4	155921580	155953912	CTSO	chr4	155800000	155950000	TAD_2639
chr4	110045846	110199199	ELOVL6	chr4	110000000	110230000	TAD_2659
chr4	112231740	112273110	AP1AR	chr4	112070000	112300000	TAD_2652
chr4	2930561	2934834	MFSD10	chr4	2750000	2950000	TAD_2762
chr4	2937933	2963406	NOP14	chr4	2750000	2950000	TAD_2762
chr4	3244369	3271738	MSANTD1	chr4	3090000	3480000	TAD_2730
chr4	83090048	83137075	PLAC8	chr4	83070000	83260000	TAD_2747
chr4	83292461	83335153	HPSE	chr4	83280000	83480000	TAD_2717
chr4	83407343	83455855	HELQ	chr4	83280000	83480000	TAD_2717
chr4	83455932	83469735	MRPS18C	chr4	83280000	83480000	TAD_2717
chr4	83459517	83523348	ABRAXAS1	chr4	83280000	83480000	TAD_2717
chr4	168216291	168318883	DDX60	chr4	168180000	168490000	TAD_2632
chr4	55078481	55125595	KDR	chr4	54980000	55290000	TAD_2637
chr4	79901146	80125454	ANTXR2	chr4	79900000	80210000	TAD_2625
chr4	55346213	55373100	SRD5A3	chr4	55330000	55560000	TAD_2713
